frame,timestamp,wall_clock_ms,zone,px,py,angle,fov,render_w,render_h,dt_floor_ceil,dt_walls,dt_cast,dt_blit_walls,dt_visplane,dt_entities,dt_tint,dt_upscale,dt_hud,dt_sim,dt_physics,dt_frame_total,fps,strip_cache_size,strip_cache_prev_size,col_cache_size,ent_pool_size,bb_base_cache_size,glyph_cache_size,n_entities_visible,n_entity_billboards,n_deferred_halves,n_slices,c_extension_active
1888,1771515516.753695,19879.92929999018,pawn_shop,3.144,2.228,0.2204,1.0472,480,320,0.761,0.924,0.17,0.754,0.288,0.649,0.001,0.249,1.2,,,4.262,93.5,5796,8007,0,0,0,148,14,9,1,121,True
1889,1771515516.7646966,19890.76889998978,pawn_shop,3.19,2.188,0.2324,1.0472,480,320,0.668,0.945,0.15,0.794,0.003,0.585,0.001,0.266,1.175,,,3.839,93.5,5808,8007,0,0,0,148,14,9,0,120,True
1890,1771515516.7756991,19901.75659999659,pawn_shop,3.237,2.149,0.2364,1.0472,480,320,0.713,0.883,0.162,0.722,0.004,0.602,0.001,0.248,1.164,,,3.805,95.2,5816,8007,0,0,0,148,14,9,0,120,True
1891,1771515516.7867017,19912.733099990874,pawn_shop,3.287,2.111,0.2364,1.0472,480,320,0.714,0.959,0.157,0.801,0.004,0.601,0.001,0.225,1.18,,,3.875,95.2,5829,8007,0,0,0,148,14,9,0,120,True
1892,1771515516.797705,19923.837499998626,pawn_shop,3.339,2.083,0.2364,1.0472,480,320,0.702,0.959,0.16,0.799,0.004,0.608,0.001,0.285,1.177,,,3.93,95.2,5842,8007,0,0,0,148,14,9,0,120,True
1893,1771515516.8077066,19933.725199996843,pawn_shop,3.392,2.064,0.2364,1.0472,480,320,0.685,0.944,0.155,0.788,0.004,0.619,0.001,0.245,1.151,,,3.828,95.2,5855,8007,0,0,0,148,14,9,0,120,True
1894,1771515516.8187087,19944.736399993417,pawn_shop,3.448,2.05,0.2364,1.0472,480,320,0.712,0.987,0.159,0.828,0.003,0.62,0.001,0.193,1.15,,,3.857,95.2,5870,8007,0,0,0,148,14,9,0,120,True
1895,1771515516.8297117,19955.73770000192,pawn_shop,3.505,2.043,0.2364,1.0472,480,320,0.721,0.947,0.166,0.781,0.004,0.641,0.001,0.228,1.161,,,3.899,95.2,5882,8007,0,0,0,148,14,9,0,120,True
1896,1771515516.8407137,19966.856500002905,pawn_shop,3.558,2.047,0.2364,1.0472,480,320,0.741,0.848,0.165,0.683,0.004,0.627,0.001,0.229,1.157,,,3.8,95.2,5888,8007,0,0,0,148,14,9,0,120,True
1897,1771515516.8517163,19977.739099995233,pawn_shop,3.607,2.062,0.2364,1.0472,480,320,0.743,0.772,0.172,0.6,0.004,0.61,0.001,0.232,1.153,,,3.706,95.2,5889,8007,0,0,0,148,14,9,0,120,True
1898,1771515516.8627195,19988.764199995785,pawn_shop,3.654,2.084,0.2364,1.0472,480,320,0.847,0.799,0.181,0.618,0.004,0.626,0.001,0.279,1.195,,,3.95,95.2,5890,8007,0,0,0,148,14,9,0,120,True
1899,1771515516.872722,19998.775000000023,pawn_shop,3.697,2.112,0.2364,1.0472,480,320,0.758,0.72,0.159,0.561,0.004,0.562,0.0,0.259,1.162,,,3.646,95.2,5890,8007,0,0,0,148,14,9,0,120,True
1900,1771515516.8837242,20009.758799991687,pawn_shop,3.697,2.146,0.2364,1.0472,480,320,0.732,0.727,0.166,0.562,0.004,0.559,0.001,0.221,1.155,,,3.584,92.6,5890,8007,0,0,0,148,14,9,0,120,True
1901,1771515516.8947258,20020.753799995873,pawn_shop,3.697,2.184,0.2364,1.0472,480,320,0.725,0.727,0.162,0.565,0.004,0.556,0.001,0.23,1.141,,,3.561,92.6,5890,8007,0,0,0,148,14,9,0,120,True
1902,1771515516.905729,20031.789400003618,pawn_shop,3.697,2.226,0.2404,1.0472,480,320,0.717,0.733,0.171,0.562,0.004,0.557,0.0,0.252,1.154,,,3.597,92.6,5890,8007,0,0,0,148,14,9,0,120,True
1903,1771515516.9167314,20042.8596999991,pawn_shop,3.697,2.27,0.2404,1.0472,480,320,0.725,0.723,0.161,0.562,0.004,0.561,0.001,0.258,1.146,,,3.607,92.6,5890,8007,0,0,0,148,14,9,0,120,True
1904,1771515516.9277346,20053.919199999655,pawn_shop,3.697,2.317,0.2484,1.0472,480,320,0.786,0.747,0.17,0.578,0.004,0.568,0.001,0.252,1.168,,,3.719,92.6,5890,8007,0,0,0,148,14,9,0,120,True
1905,1771515516.9387362,20064.888399996562,pawn_shop,3.697,2.366,0.2604,1.0472,480,320,0.723,0.729,0.164,0.565,0.004,0.56,0.001,0.215,1.156,,,3.566,92.6,5890,8007,0,0,0,148,14,9,0,120,True
1906,1771515516.949739,20075.811999995494,pawn_shop,3.697,2.416,0.2684,1.0472,480,320,0.711,0.718,0.163,0.555,0.004,0.561,0.0,0.236,1.151,,,3.56,92.6,5890,8007,0,0,0,148,14,9,0,120,True
1907,1771515516.960742,20086.860499999602,pawn_shop,3.697,2.468,0.2764,1.0472,480,320,0.688,0.732,0.156,0.576,0.005,0.564,0.001,0.288,1.157,,,3.622,92.6,5890,8007,0,0,0,148,14,9,0,120,True
1908,1771515516.971744,20097.857699991437,pawn_shop,3.697,2.521,0.2884,1.0472,480,320,0.746,0.722,0.162,0.56,0.004,0.557,0.001,0.281,1.146,,,3.647,92.6,5890,8007,0,0,0,148,14,9,0,120,True
1909,1771515516.9827466,20108.886299989535,pawn_shop,3.697,2.575,0.3084,1.0472,480,320,0.725,0.722,0.164,0.558,0.004,0.562,0.001,0.284,1.159,,,3.649,92.6,5890,8007,0,0,0,148,14,9,0,120,True
1910,1771515516.9937491,20119.92199999804,pawn_shop,3.697,2.631,0.3284,1.0472,480,320,0.781,0.763,0.185,0.577,0.005,0.568,0.001,0.298,1.187,,,3.796,90.9,5890,8007,0,0,0,148,14,9,0,120,True
1911,1771515517.0037518,20129.923699991195,pawn_shop,3.697,2.686,0.3564,1.0472,480,320,0.744,0.856,0.202,0.654,0.311,0.677,0.001,0.249,1.155,,,4.184,90.9,5891,8007,0,0,0,148,14,9,16,136,True
1912,1771515517.013754,20139.897699991707,pawn_shop,3.697,2.741,0.3804,1.0472,480,320,0.729,0.843,0.203,0.641,0.42,0.781,0.001,0.271,1.156,,,4.41,90.9,5891,8007,0,0,0,148,14,9,37,157,True
1913,1771515517.024756,20150.92719999666,pawn_shop,3.697,2.797,0.4084,1.0472,480,320,0.752,0.988,0.261,0.727,0.468,0.959,0.001,0.264,1.156,,,4.796,90.9,5892,8007,0,0,0,148,14,9,60,180,True
1914,1771515517.035758,20161.884699991788,pawn_shop,3.697,2.855,0.4284,1.0472,480,320,0.715,1.086,0.284,0.802,0.562,1.13,0.001,0.231,1.137,,,5.069,90.9,5894,8007,0,0,0,148,14,9,97,217,True
1915,1771515517.0457604,20171.880399997463,pawn_shop,3.697,2.912,0.4444,1.0472,480,320,0.712,1.254,0.333,0.921,0.67,1.436,0.001,0.253,1.144,,,5.682,90.9,5896,8007,0,0,0,148,14,9,157,277,True
1916,1771515517.056763,20182.87930000224,pawn_shop,3.697,2.97,0.4564,1.0472,480,320,0.737,1.534,0.445,1.089,0.787,1.917,0.001,0.25,1.154,,,6.609,90.9,5896,8007,0,0,0,148,14,9,239,359,True
1917,1771515517.0677652,20193.88340000296,pawn_shop,3.697,3.029,0.4684,1.0472,480,320,0.765,1.602,0.495,1.106,0.834,2.023,0.001,0.282,1.174,,,6.921,90.9,5896,8007,0,0,0,148,14,9,247,367,True
1918,1771515517.077768,20203.882399990107,pawn_shop,3.697,3.088,0.4804,1.0472,480,320,0.74,1.521,0.445,1.076,0.836,2.016,0.001,0.282,1.16,,,6.785,90.9,5896,8007,0,0,0,148,14,9,251,371,True
1919,1771515517.0887697,20214.836699989974,pawn_shop,3.697,3.147,0.4844,1.0472,480,320,0.719,1.546,0.459,1.086,0.865,2.043,0.001,0.226,1.152,,,6.779,90.9,5896,8007,0,0,0,148,14,9,259,379,True
1920,1771515517.0997727,20225.79479998967,pawn_shop,3.697,3.208,0.4844,1.0472,480,320,0.689,1.514,0.442,1.071,0.847,2.033,0.001,0.284,1.161,,,6.76,94.3,5896,8007,0,0,0,148,14,9,260,380,True
1921,1771515517.1107748,20236.848300002748,pawn_shop,3.697,3.268,0.4884,1.0472,480,320,0.709,1.546,0.444,1.102,0.874,2.044,0.001,0.283,1.151,,,6.837,94.3,5896,8007,0,0,0,148,14,9,264,384,True
1922,1771515517.1207771,20246.82689999463,pawn_shop,3.697,3.328,0.4884,1.0472,480,320,0.781,1.67,0.509,1.161,0.893,2.094,0.001,0.28,1.161,,,7.094,94.3,5896,8007,0,0,0,148,14,9,269,389,True
1923,1771515517.1307797,20256.809200000134,pawn_shop,3.717,3.388,0.4884,1.0472,480,320,0.697,1.555,0.445,1.109,0.903,2.084,0.001,0.27,1.153,,,6.895,94.3,5896,8007,0,0,0,148,14,9,272,392,True
1924,1771515517.1417818,20267.852099990705,pawn_shop,3.737,3.448,0.4844,1.0472,480,320,0.578,1.685,0.491,1.194,0.916,2.154,0.001,0.231,1.148,,,6.939,94.3,5899,8007,0,0,0,148,14,9,279,399,True
1925,1771515517.151784,20277.85749999748,pawn_shop,3.756,3.508,0.4804,1.0472,480,320,0.522,1.636,0.472,1.165,0.934,2.14,0.001,0.252,1.142,,,6.854,94.3,5901,8007,0,0,0,148,14,9,284,404,True
1926,1771515517.1617863,20287.85059999791,pawn_shop,3.776,3.567,0.4764,1.0472,480,320,0.514,1.603,0.467,1.137,0.993,2.153,0.001,0.276,1.144,,,6.914,94.3,5901,8007,0,0,0,148,14,9,289,409,True
1927,1771515517.1717885,20297.851399998763,pawn_shop,3.795,3.626,0.4684,1.0472,480,320,0.503,1.639,0.478,1.161,1.039,2.179,0.001,0.282,1.15,,,7.013,94.3,5901,8007,0,0,0,148,14,9,293,413,True
1928,1771515517.181791,20307.89989999903,pawn_shop,3.814,3.684,0.4604,1.0472,480,320,0.565,1.755,0.509,1.245,1.172,2.25,0.001,0.279,1.172,,,7.453,94.3,5903,8007,0,0,0,148,14,9,298,418,True
1929,1771515517.1927943,20319.082599991816,pawn_shop,3.834,3.684,0.4444,1.0472,480,320,0.602,1.737,0.512,1.225,1.073,2.23,0.001,0.29,1.166,,,7.376,94.3,5904,8007,0,0,0,148,14,9,297,417,True
1930,1771515517.2037964,20330.038500003866,pawn_shop,3.861,3.684,0.4204,1.0472,480,320,0.541,1.706,0.504,1.202,1.066,2.235,0.001,0.257,1.15,,,7.124,96.2,5904,8007,0,0,0,148,14,9,299,419,True
1931,1771515517.2137988,20339.94239999447,pawn_shop,3.893,3.684,0.3884,1.0472,480,320,0.537,1.679,0.491,1.188,1.073,2.238,0.001,0.283,1.168,,,7.217,96.2,5904,8007,0,0,0,148,14,9,294,414,True
1932,1771515517.228802,20354.422599993995,pawn_shop,3.931,3.684,0.3484,1.0472,480,320,0.604,1.804,0.571,1.234,0.976,2.261,0.001,0.319,1.182,,,7.393,96.2,5904,8007,0,0,0,148,14,9,287,407,True
1933,1771515517.2378037,20363.69260000356,pawn_shop,3.976,3.684,0.2964,1.0472,480,320,0.543,1.651,0.459,1.192,0.912,2.12,0.001,0.271,1.16,,,6.881,96.2,5906,8007,0,0,0,148,14,9,275,395,True
1934,1771515517.2488065,20375.06530000246,pawn_shop,4.024,3.684,0.2364,1.0472,480,320,0.582,1.672,0.504,1.168,0.861,2.11,0.001,0.285,1.171,,,6.911,96.2,5907,8007,0,0,0,148,14,9,262,382,True
1935,1771515517.2588089,20384.993500003475,pawn_shop,4.075,3.684,0.1844,1.0472,480,320,0.529,1.533,0.429,1.105,0.787,1.983,0.001,0.245,1.159,,,6.463,96.2,5908,8007,0,0,0,148,14,9,248,368,True
1936,1771515517.2698114,20396.01309999125,pawn_shop,4.128,3.684,0.1324,1.0472,480,320,0.537,1.511,0.425,1.086,0.737,1.918,0.001,0.235,1.15,,,6.305,96.2,5910,8007,0,0,0,148,14,9,238,358,True
1937,1771515517.280814,20407.0081999962,pawn_shop,4.184,3.684,0.0924,1.0472,480,320,0.585,1.591,0.445,1.147,0.716,1.897,0.001,0.326,1.199,,,6.575,96.2,5915,8007,0,0,0,148,14,9,226,346,True
1938,1771515517.2908158,20417.01109999849,pawn_shop,4.241,3.684,0.0644,1.0472,480,320,0.613,1.576,0.483,1.094,0.698,1.851,0.002,0.315,1.172,,,6.481,96.2,5916,8007,0,0,0,148,14,9,219,339,True
1939,1771515517.3018181,20428.049699999974,pawn_shop,4.3,3.7,0.0444,1.0472,480,320,0.68,1.61,0.503,1.107,0.685,1.852,0.001,0.355,1.185,,,6.62,96.2,5920,8007,0,0,0,148,14,9,214,334,True
1940,1771515517.31182,20437.965699995402,pawn_shop,4.358,3.7,0.0404,1.0472,480,320,0.646,1.601,0.507,1.094,0.689,1.892,0.002,0.342,1.236,,,6.692,92.6,5923,8007,0,0,0,148,14,9,211,331,True
1941,1771515517.321823,20447.98009999795,pawn_shop,4.417,3.7,0.0364,1.0472,480,320,0.752,1.784,0.531,1.254,0.786,1.907,0.001,0.315,1.19,,,7.038,92.6,5926,8007,0,0,0,148,14,9,208,328,True
1942,1771515517.3318255,20458.001699997112,pawn_shop,4.477,3.7,0.0324,1.0472,480,320,0.586,1.485,0.453,1.032,0.669,1.801,0.001,0.283,1.171,,,6.213,92.6,5926,8007,0,0,0,148,14,9,202,322,True
1943,1771515517.341827,20467.877499992028,pawn_shop,4.536,3.7,0.0324,1.0472,480,320,0.556,1.429,0.405,1.024,0.667,1.814,0.001,0.271,1.158,,,6.125,92.6,5926,8007,0,0,0,148,14,9,202,322,True
1944,1771515517.351829,20477.904699990177,pawn_shop,4.595,3.7,0.0324,1.0472,480,320,0.633,1.52,0.479,1.041,0.649,1.817,0.001,0.301,1.211,,,6.338,92.6,5926,8007,0,0,0,148,14,9,204,324,True
1945,1771515517.3628314,20488.894099995377,pawn_shop,4.656,3.7,0.0324,1.0472,480,320,0.564,1.412,0.402,1.01,0.643,1.787,0.001,0.257,1.146,,,6.019,92.6,5926,8007,0,0,0,148,14,9,204,324,True
1946,1771515517.3728337,20498.895299999276,pawn_shop,4.716,3.7,0.0324,1.0472,480,320,0.554,1.421,0.408,1.013,0.66,1.827,0.001,0.272,1.186,,,6.146,92.6,5926,8007,0,0,0,148,14,9,205,325,True
1947,1771515517.3828359,20508.89620000089,pawn_shop,4.777,3.7,0.0324,1.0472,480,320,0.546,1.421,0.415,1.006,0.654,1.823,0.001,0.291,1.201,,,6.172,92.6,5926,8007,0,0,0,148,14,9,207,327,True
1948,1771515517.3928382,20518.90270000149,pawn_shop,4.837,3.7,0.0324,1.0472,480,320,0.575,1.432,0.42,1.012,0.638,1.864,0.001,0.249,1.164,,,6.131,92.6,5926,8007,0,0,0,148,14,9,207,327,True
1949,1771515517.4028406,20528.894000002765,pawn_shop,4.897,3.7,0.0324,1.0472,480,320,0.549,1.428,0.408,1.02,0.646,1.87,0.001,0.257,1.188,,,6.149,92.6,5927,8007,0,0,0,148,14,9,209,329,True
1950,1771515517.4128428,20538.901399995666,pawn_shop,4.958,3.7,0.0324,1.0472,480,320,0.528,1.403,0.406,0.997,0.642,1.877,0.001,0.261,1.196,,,6.12,99.0,5927,8007,0,0,0,148,14,9,209,329,True
1951,1771515517.4228451,20548.893200000748,pawn_shop,5.018,3.7,0.0324,1.0472,480,320,0.535,1.386,0.396,0.99,0.648,1.876,0.001,0.245,1.172,,,6.071,99.0,5927,8007,0,0,0,148,14,9,208,328,True
1952,1771515517.432847,20558.899499999825,pawn_shop,5.078,3.7,0.0324,1.0472,480,320,0.538,1.405,0.405,1.0,0.649,1.895,0.001,0.259,1.176,,,6.133,99.0,5927,8007,0,0,0,148,14,9,206,326,True
1953,1771515517.4428494,20568.912899994757,pawn_shop,5.138,3.7,0.0324,1.0472,480,320,0.556,1.422,0.422,1.0,0.642,1.903,0.001,0.27,1.195,,,6.204,99.0,5927,8007,0,0,0,148,14,9,207,327,True
1954,1771515517.4528518,20578.907999995863,pawn_shop,5.198,3.7,0.0324,1.0472,480,320,0.564,1.443,0.415,1.028,0.629,1.911,0.001,0.233,1.175,,,6.169,99.0,5929,8007,0,0,0,148,14,9,206,326,True
1955,1771515517.462854,20588.916199994856,pawn_shop,5.258,3.7,0.0324,1.0472,480,320,0.555,1.486,0.441,1.044,0.641,1.965,0.001,0.279,1.179,,,6.322,99.0,5931,8007,0,0,0,148,14,9,205,325,True
1956,1771515517.4728563,20598.913099995116,pawn_shop,5.318,3.7,0.0324,1.0472,480,320,0.552,1.409,0.404,1.005,0.62,1.953,0.001,0.249,1.193,,,6.193,99.0,5932,8007,0,0,0,148,14,9,205,325,True
1957,1771515517.4828584,20608.915299992077,pawn_shop,5.378,3.7,0.0324,1.0472,480,320,0.556,1.427,0.419,1.009,0.624,1.978,0.001,0.26,1.171,,,6.228,99.0,5933,8007,0,0,0,148,14,8,202,322,True
1958,1771515517.492861,20618.90119999589,pawn_shop,5.438,3.7,0.0324,1.0472,480,320,0.532,1.366,0.388,0.978,0.623,1.983,0.001,0.285,1.172,,,6.19,99.0,5934,8007,0,0,0,148,14,8,200,320,True
1959,1771515517.5038633,20629.979899997124,pawn_shop,5.499,3.7,0.0324,1.0472,480,320,0.596,1.436,0.439,0.997,0.627,2.073,0.001,0.289,1.178,,,6.415,99.0,5934,8007,0,0,0,148,14,8,195,315,True
1960,1771515517.5148656,20640.949299995555,pawn_shop,5.561,3.7,0.0284,1.0472,480,320,0.538,1.341,0.382,0.959,0.555,2.017,0.001,0.285,1.169,,,6.128,98.0,5934,8007,0,0,0,148,14,8,194,314,True
1961,1771515517.524868,20650.98579999176,pawn_shop,5.623,3.7,0.0204,1.0472,480,320,0.54,1.385,0.401,0.985,0.587,2.1,0.001,0.27,1.182,,,6.295,98.0,5934,8007,0,0,0,148,14,8,194,314,True
1962,1771515517.5358706,20662.03089999908,pawn_shop,5.685,3.7,0.0044,1.0472,480,320,0.551,1.383,0.397,0.986,0.561,2.142,0.001,0.286,1.194,,,6.341,98.0,5934,8007,0,0,0,148,14,8,197,317,True
1963,1771515517.5468729,20673.018399989814,pawn_shop,5.749,3.701,-0.0116,1.0472,480,320,0.569,1.416,0.416,0.999,0.555,2.183,0.001,0.322,1.183,,,6.498,98.0,5934,8007,0,0,0,148,14,8,195,315,True
1964,1771515517.5578752,20684.032799996203,pawn_shop,5.812,3.701,-0.0276,1.0472,480,320,0.552,1.387,0.398,0.99,0.546,2.258,0.001,0.278,1.187,,,6.449,98.0,5934,8007,0,0,0,148,14,8,193,313,True
1965,1771515517.568878,20695.05979999667,pawn_shop,5.877,3.701,-0.0476,1.0472,480,320,0.592,1.422,0.423,0.999,0.547,2.342,0.001,0.309,1.219,,,6.728,98.0,5934,8007,0,0,0,148,14,8,187,307,True
1966,1771515517.5788803,20705.122400002438,pawn_shop,5.936,3.692,-0.0636,1.0472,480,320,0.574,1.398,0.411,0.988,0.529,2.489,0.002,0.29,1.192,,,6.728,98.0,5934,8007,0,0,0,148,14,8,184,304,True
1967,1771515517.5888824,20715.01939999871,pawn_shop,5.991,3.675,-0.0756,1.0472,480,320,0.551,1.357,0.385,0.972,0.523,2.513,0.001,0.263,1.177,,,6.609,98.0,5934,8007,0,0,0,148,14,8,183,303,True
1968,1771515517.5998847,20726.003000003402,pawn_shop,6.044,3.653,-0.0796,1.0472,480,320,0.557,1.359,0.388,0.971,0.657,2.573,0.001,0.294,1.197,,,6.878,98.0,5934,8007,0,0,0,148,14,8,179,299,True
1969,1771515517.6098871,20736.046099991654,pawn_shop,6.094,3.626,-0.0836,1.0472,480,320,0.586,1.404,0.403,1.001,0.524,2.664,0.001,0.309,1.19,,,6.921,98.0,5934,8007,0,0,0,148,14,8,176,296,True
1970,1771515517.6198897,20745.993599994108,pawn_shop,6.142,3.595,-0.0876,1.0472,480,320,0.55,1.322,0.369,0.953,0.507,2.722,0.001,0.287,1.202,,,6.845,95.2,5934,8007,0,0,0,148,14,8,172,292,True
1971,1771515517.6298916,20756.13509998948,pawn_shop,6.193,3.569,-0.0876,1.0472,480,320,0.595,1.359,0.406,0.953,0.501,2.901,0.001,0.309,1.191,,,7.095,95.2,5934,8007,0,0,0,148,14,7,168,288,True
1972,1771515517.639894,20765.955199996824,pawn_shop,6.245,3.547,-0.0876,1.0472,480,320,0.536,1.288,0.36,0.928,0.492,3.009,0.001,0.271,1.177,,,7.007,95.2,5934,8007,0,0,0,148,14,7,166,286,True
1973,1771515517.6498961,20775.98429999489,pawn_shop,6.298,3.528,-0.0876,1.0472,480,320,0.563,1.309,0.377,0.932,0.493,3.057,0.001,0.277,1.181,,,7.108,95.2,5934,8007,0,0,0,148,14,7,160,280,True
1974,1771515517.6598985,20785.956599997007,pawn_shop,6.353,3.512,-0.0876,1.0472,480,320,0.542,1.276,0.355,0.922,0.504,3.21,0.001,0.271,1.344,,,7.393,95.2,5934,8007,0,0,0,148,14,7,158,278,True
1975,1771515517.670901,20796.971899995697,pawn_shop,6.409,3.498,-0.0876,1.0472,480,320,0.604,1.321,0.388,0.933,0.49,1.396,0.001,0.287,1.188,,,5.505,95.2,5934,8007,0,0,0,148,14,6,157,277,True
1976,1771515517.6819034,20807.956199991168,pawn_shop,6.468,3.485,-0.0876,1.0472,480,320,0.533,1.231,0.344,0.887,0.475,1.352,0.001,0.285,1.195,,,5.309,95.2,5934,8007,0,0,0,148,14,6,152,272,True
1977,1771515517.692906,20819.031999999424,pawn_shop,6.527,3.473,-0.0876,1.0472,480,320,0.577,1.309,0.389,0.919,0.484,1.363,0.001,0.29,1.182,,,5.425,95.2,5934,8007,0,0,0,148,14,6,149,269,True
1978,1771515517.7029083,20828.99519999046,pawn_shop,6.587,3.463,-0.0876,1.0472,480,320,0.541,1.22,0.339,0.881,0.469,1.329,0.001,0.284,1.177,,,5.245,95.2,5934,8007,0,0,0,148,14,6,148,268,True
1979,1771515517.7139108,20839.97869999439,pawn_shop,6.648,3.453,-0.0876,1.0472,480,320,0.564,1.265,0.36,0.906,0.479,1.322,0.001,0.29,1.18,,,5.327,95.2,5934,8007,0,0,0,148,14,6,145,265,True
1980,1771515517.7249131,20851.005399992573,pawn_shop,6.71,3.444,-0.0876,1.0472,480,320,0.539,1.192,0.334,0.858,0.478,1.283,0.001,0.277,1.178,,,5.176,95.2,5934,8007,0,0,0,148,14,6,139,259,True
1981,1771515517.7349153,20861.022999990382,pawn_shop,6.771,3.436,-0.0876,1.0472,480,320,0.571,1.257,0.353,0.905,0.552,1.332,0.002,0.325,1.197,,,5.49,95.2,5934,8007,0,0,0,148,14,6,136,256,True
1982,1771515517.744918,20871.013500000117,pawn_shop,6.832,3.428,-0.0876,1.0472,480,320,0.657,1.293,0.392,0.901,0.469,1.314,0.001,0.298,1.212,,,5.486,95.2,5934,8007,0,0,0,148,14,6,135,255,True
1983,1771515517.7559202,20882.125299991458,pawn_shop,6.894,3.421,-0.0876,1.0472,480,320,0.617,1.352,0.415,0.937,0.477,1.291,0.001,0.319,1.212,,,5.515,95.2,5935,8007,0,0,0,148,14,6,134,254,True
1984,1771515517.7659223,20892.098800002714,pawn_shop,6.956,3.414,-0.0916,1.0472,480,320,0.597,1.28,0.367,0.913,0.479,1.305,0.002,0.412,1.244,,,5.595,95.2,5935,8007,0,0,0,148,14,6,131,251,True
1985,1771515517.7759247,20902.128599991556,pawn_shop,7.017,3.408,-0.0996,1.0472,480,320,0.598,1.277,0.373,0.904,0.446,1.245,0.001,0.324,1.188,,,5.3,95.2,5935,8007,0,0,0,148,14,6,126,246,True
1986,1771515517.7869275,20913.130699991598,pawn_shop,7.079,3.401,-0.1076,1.0472,480,320,0.605,1.28,0.369,0.911,0.452,1.219,0.001,0.295,1.2,,,5.28,95.2,5935,8007,0,0,0,148,14,6,122,242,True
1987,1771515517.797931,20924.21959999774,pawn_shop,7.142,3.394,-0.1116,1.0472,480,320,0.599,1.279,0.373,0.906,0.435,1.197,0.001,0.321,1.165,,,5.2,95.2,5935,8007,0,0,0,148,14,6,118,238,True
1988,1771515517.8089323,20935.089399994467,pawn_shop,7.205,3.387,-0.1116,1.0472,480,320,0.622,1.28,0.356,0.924,0.434,1.192,0.001,0.29,1.186,,,5.212,95.2,5936,8007,0,0,0,148,14,6,115,235,True
1989,1771515517.819935,20946.077899992815,pawn_shop,7.269,3.38,-0.0796,1.0472,480,320,0.53,1.169,0.295,0.873,0.439,1.201,0.001,0.246,1.147,,,4.876,95.2,5936,8007,0,0,0,148,14,6,125,245,True
1990,1771515517.829937,20956.020600002375,pawn_shop,7.332,3.374,-0.0676,1.0472,480,320,0.509,1.144,0.284,0.859,0.44,1.206,0.001,0.235,1.136,,,4.81,95.2,5936,8007,0,0,0,148,14,6,126,246,True
1991,1771515517.8399394,20965.971400000853,pawn_shop,7.394,3.368,-0.0676,1.0472,480,320,0.527,1.192,0.307,0.884,0.44,1.206,0.001,0.27,1.15,,,4.935,95.2,5936,8007,0,0,0,148,14,6,124,244,True
1992,1771515517.8499422,20976.023199997144,pawn_shop,7.456,3.363,-0.0676,1.0472,480,320,0.612,1.378,0.399,0.979,0.514,1.263,0.001,0.324,1.214,,,5.514,95.2,5936,8007,0,0,0,148,14,6,123,243,True
1993,1771515517.8609447,20987.005199989653,pawn_shop,7.519,3.358,-0.0676,1.0472,480,320,0.578,1.265,0.327,0.938,0.451,1.217,0.001,0.302,1.17,,,5.135,95.2,5936,8007,0,0,0,148,14,6,120,240,True
1994,1771515517.8709464,20996.988200000487,pawn_shop,7.581,3.353,-0.0676,1.0472,480,320,0.535,1.184,0.29,0.894,0.439,1.171,0.001,0.266,1.172,,,4.918,95.2,5936,8007,0,0,0,148,14,6,117,237,True
1995,1771515517.8809488,21007.01499999559,pawn_shop,7.643,3.348,-0.0676,1.0472,480,320,0.581,1.249,0.328,0.92,0.448,1.181,0.001,0.307,1.207,,,5.13,95.2,5936,8007,0,0,0,148,14,6,114,234,True
1996,1771515517.890951,21017.13110000128,pawn_shop,7.704,3.343,-0.0676,1.0472,480,320,0.633,1.376,0.368,1.008,0.506,1.183,0.001,0.326,1.189,,,5.391,95.2,5936,8007,0,0,0,148,14,6,111,231,True
1997,1771515517.9019532,21028.155299994978,pawn_shop,7.763,3.347,-0.0676,1.0472,480,320,0.522,1.174,0.287,0.886,0.438,1.135,0.001,0.217,1.129,,,4.756,95.2,5936,8007,0,0,0,148,14,6,111,231,True
1998,1771515517.9119556,21037.977799991495,pawn_shop,7.82,3.358,-0.0676,1.0472,480,320,0.523,1.191,0.297,0.894,0.441,1.158,0.001,0.251,1.187,,,4.899,95.2,5936,8007,0,0,0,148,14,6,111,231,True
1999,1771515517.921958,21048.171100002946,pawn_shop,7.874,3.374,-0.0676,1.0472,480,320,0.657,1.481,0.446,1.035,0.576,1.228,0.001,0.307,1.192,,,5.632,95.2,5936,8007,0,0,0,148,14,6,111,231,True
2000,1771515517.9319603,21058.02440000116,pawn_shop,7.927,3.394,-0.0676,1.0472,480,320,0.555,1.221,0.306,0.916,0.45,1.197,0.001,0.269,1.158,,,4.997,98.0,5936,8007,0,0,0,148,14,6,112,232,True
2001,1771515517.9419622,21067.974899997353,pawn_shop,7.978,3.418,-0.0676,1.0472,480,320,0.498,1.171,0.274,0.897,0.436,1.183,0.001,0.265,1.124,,,4.817,98.0,5937,8007,0,0,0,148,14,6,115,235,True
2002,1771515517.952965,21078.982299994095,pawn_shop,8.029,3.446,-0.0676,1.0472,480,320,0.537,1.207,0.303,0.904,0.456,1.218,0.001,0.261,1.144,,,4.969,98.0,5937,8007,0,0,0,148,14,6,117,237,True
