frame,timestamp,wall_clock_ms,zone,px,py,angle,fov,render_w,render_h,dt_floor_ceil,dt_walls,dt_cast,dt_blit_walls,dt_visplane,dt_entities,dt_tint,dt_upscale,dt_hud,dt_sim,dt_physics,dt_frame_total,fps,strip_cache_size,strip_cache_prev_size,col_cache_size,ent_pool_size,bb_base_cache_size,glyph_cache_size,n_entities_visible,n_entity_billboards,n_deferred_halves,n_slices,c_extension_active
727,1771515504.5389361,7665.112499991665,pawn_shop,5.523,3.237,0.7044,1.0472,480,320,0.574,1.466,0.407,1.059,0.86,2.105,0.001,0.279,1.101,,,6.606,94.3,7968,0,0,0,0,145,14,8,219,339,True
728,1771515504.5489378,7675.110600001062,pawn_shop,5.583,3.225,0.7324,1.0472,480,320,0.517,1.269,0.371,0.898,0.798,2.063,0.001,0.276,1.08,,,6.217,94.3,7968,0,0,0,0,145,14,8,207,327,True
729,1771515504.5589397,7685.093099993537,pawn_shop,5.643,3.215,0.7604,1.0472,480,320,0.524,1.253,0.369,0.884,0.779,1.991,0.001,0.221,1.067,,,6.043,94.3,7968,0,0,0,0,145,14,8,197,317,True
730,1771515504.5689418,7695.055799995316,pawn_shop,5.702,3.207,0.7804,1.0472,480,320,0.509,1.182,0.346,0.836,0.796,1.921,0.001,0.278,1.085,,,5.973,99.0,7968,0,0,0,0,145,14,8,185,305,True
731,1771515504.5789442,7705.068700000993,pawn_shop,5.762,3.201,0.8044,1.0472,480,320,0.502,1.143,0.334,0.809,0.733,1.917,0.001,0.207,1.07,,,5.77,99.0,7968,0,0,0,0,145,14,9,171,291,True
732,1771515504.5889463,7715.054200001759,pawn_shop,5.822,3.196,0.8244,1.0472,480,320,0.51,1.122,0.323,0.798,0.729,1.92,0.001,0.237,1.071,,,5.79,99.0,7968,0,0,0,0,145,14,9,163,283,True
733,1771515504.5989487,7725.050799999735,pawn_shop,5.882,3.193,0.8444,1.0472,480,320,0.525,1.135,0.329,0.806,0.662,2.021,0.001,0.235,1.086,,,5.868,99.0,7968,0,0,0,0,145,14,9,162,282,True
734,1771515504.6089516,7735.141500001191,pawn_shop,5.942,3.191,0.8644,1.0472,480,320,0.587,1.212,0.365,0.848,0.706,2.142,0.001,0.285,1.09,,,6.23,99.0,7968,0,0,0,0,145,14,9,159,279,True
735,1771515504.6199536,7746.20270000014,pawn_shop,6.003,3.191,0.8884,1.0472,480,320,0.51,1.081,0.309,0.773,0.668,2.133,0.001,0.266,1.072,,,5.934,99.0,7968,0,0,0,0,145,14,9,154,274,True
736,1771515504.6299555,7756.160499993712,pawn_shop,6.063,3.192,0.9124,1.0472,480,320,0.536,1.096,0.315,0.781,0.688,2.241,0.001,0.219,1.058,,,6.039,99.0,7968,0,0,0,0,145,14,9,152,272,True
737,1771515504.639958,7766.080499990494,pawn_shop,6.124,3.195,0.9364,1.0472,480,320,0.514,1.087,0.305,0.782,0.682,2.36,0.001,0.264,1.065,,,6.169,99.0,7969,0,0,0,0,145,14,8,148,268,True
738,1771515504.6499605,7776.248900001519,pawn_shop,6.184,3.199,0.9604,1.0472,480,320,0.527,1.082,0.307,0.775,0.689,2.447,0.001,0.218,1.063,,,6.232,99.0,7970,0,0,0,0,145,14,8,145,265,True
739,1771515504.6609628,7787.120699998923,pawn_shop,6.245,3.205,0.9964,1.0472,480,320,0.513,1.09,0.304,0.785,0.706,2.534,0.001,0.243,1.068,,,6.353,99.0,7974,0,0,0,0,145,14,8,138,258,True
740,1771515504.6709652,7797.194500002661,pawn_shop,6.306,3.212,1.0324,1.0472,480,320,0.537,1.094,0.299,0.796,0.698,2.686,0.001,0.239,1.071,,,6.523,98.0,7980,0,0,0,0,145,14,8,131,251,True
741,1771515504.6819675,7808.133700003964,pawn_shop,6.367,3.222,1.0764,1.0472,480,320,0.531,1.091,0.29,0.801,0.702,2.784,0.001,0.216,1.067,,,6.583,98.0,7988,0,0,0,0,145,14,9,122,242,True
742,1771515504.69297,7819.155399993178,pawn_shop,6.428,3.233,1.1204,1.0472,480,320,0.54,1.01,0.286,0.725,0.691,2.661,0.001,0.256,1.07,,,6.424,98.0,7990,0,0,0,0,145,14,9,114,234,True
743,1771515504.7039726,7830.209899999318,pawn_shop,6.489,3.248,1.1724,1.0472,480,320,0.537,1.036,0.274,0.762,0.708,2.583,0.001,0.215,1.079,,,6.353,98.0,7996,0,0,0,0,145,14,9,108,228,True
744,1771515504.7149749,7841.194900000119,pawn_shop,6.55,3.264,1.2244,1.0472,480,320,0.567,1.046,0.296,0.75,0.667,2.448,0.001,0.299,1.072,,,6.299,98.0,8000,0,0,0,0,145,14,9,100,220,True
745,1771515504.7259777,7852.168299999903,pawn_shop,6.611,3.284,1.2764,1.0472,480,320,0.548,1.025,0.27,0.756,0.735,2.262,0.001,0.233,1.071,,,6.069,98.0,8007,0,0,0,0,145,14,9,95,215,True
746,1771515504.7359798,7862.22139999154,pawn_shop,6.67,3.306,1.3244,1.0472,480,320,0.581,1.088,0.275,0.813,0.677,2.065,0.001,0.281,1.074,,,5.971,98.0,9,8007,0,0,0,145,14,9,89,209,True
747,1771515504.745982,7872.2214000008535,pawn_shop,6.719,3.335,1.3764,1.0472,480,320,0.632,1.02,0.247,0.773,0.657,5.25,0.002,0.304,1.141,,,9.27,98.0,18,8007,0,0,0,145,14,8,82,202,True
748,1771515504.757985,7883.324599999469,pawn_shop,6.761,3.37,1.4324,1.0472,480,320,0.781,1.083,0.266,0.816,0.65,0.939,0.001,0.271,1.07,,,4.987,98.0,34,8007,0,0,0,145,14,6,73,193,True
749,1771515504.7669868,7893.122499997844,pawn_shop,6.796,3.411,1.4764,1.0472,480,320,0.671,1.006,0.219,0.786,0.628,0.896,0.001,0.27,1.068,,,4.725,98.0,55,8007,0,0,0,145,14,6,65,185,True
750,1771515504.7779891,7904.240899995784,pawn_shop,6.825,3.456,1.5284,1.0472,480,320,0.724,0.969,0.209,0.76,0.607,0.825,0.001,0.193,1.078,,,4.587,93.5,75,8007,0,0,0,145,14,6,54,174,True
751,1771515504.7879913,7914.1306999954395,pawn_shop,6.848,3.504,1.5724,1.0472,480,320,0.725,0.979,0.218,0.761,0.688,0.832,0.001,0.218,1.085,,,4.718,93.5,93,8007,0,0,0,145,14,5,54,174,True
752,1771515504.797994,7924.129299994092,pawn_shop,6.867,3.555,1.6124,1.0472,480,320,0.725,1.001,0.221,0.78,0.65,0.863,0.001,0.189,1.067,,,4.683,93.5,114,8007,0,0,0,145,14,6,54,174,True
753,1771515504.8079958,7934.1427000035765,pawn_shop,6.881,3.607,1.6524,1.0472,480,320,0.536,0.978,0.221,0.758,0.67,0.88,0.001,0.18,1.084,,,4.518,93.5,134,8007,0,0,0,145,14,6,56,176,True
754,1771515504.8189983,7945.139199990081,pawn_shop,6.891,3.661,1.6964,1.0472,480,320,0.496,0.926,0.218,0.708,0.671,0.879,0.001,0.24,1.057,,,4.458,93.5,151,8007,0,0,0,145,14,6,57,177,True
755,1771515504.8300009,7956.13730000332,pawn_shop,6.897,3.661,1.7364,1.0472,480,320,0.534,0.93,0.224,0.706,0.678,0.896,0.001,0.216,1.065,,,4.507,93.5,165,8007,0,0,0,145,14,6,57,177,True
756,1771515504.842004,7967.41800000018,pawn_shop,6.899,3.661,1.7644,1.0472,480,320,0.496,0.842,0.211,0.631,0.679,0.884,0.001,0.272,1.057,,,4.415,93.5,170,8007,0,0,0,145,14,6,57,177,True
757,1771515504.8510058,7977.073399990331,pawn_shop,6.899,3.661,1.7764,1.0472,480,320,0.503,0.832,0.21,0.623,0.653,0.893,0.001,0.198,1.062,,,4.341,93.5,173,8007,0,0,0,145,14,6,56,176,True
758,1771515504.861008,7987.082999999984,pawn_shop,6.896,3.661,1.7884,1.0472,480,320,0.528,0.878,0.232,0.646,0.648,0.915,0.001,0.259,1.087,,,4.516,93.5,175,8007,0,0,0,145,14,6,58,178,True
759,1771515504.8720107,7998.084399994696,pawn_shop,6.891,3.661,1.7924,1.0472,480,320,0.516,0.833,0.222,0.611,0.646,0.896,0.001,0.262,1.06,,,4.412,93.5,176,8007,0,0,0,145,14,6,58,178,True
760,1771515504.8820126,8008.023200003663,pawn_shop,6.885,3.661,1.7924,1.0472,480,320,0.486,0.819,0.209,0.61,0.638,0.884,0.001,0.176,1.054,,,4.252,96.2,178,8007,0,0,0,145,14,6,57,177,True
761,1771515504.8920152,8018.010200001299,pawn_shop,6.877,3.661,1.7924,1.0472,480,320,0.49,0.816,0.213,0.603,0.603,0.878,0.001,0.257,1.053,,,4.294,96.2,180,8007,0,0,0,145,14,6,57,177,True
762,1771515504.9020174,8028.057899995474,pawn_shop,6.868,3.661,1.7964,1.0472,480,320,0.49,0.798,0.208,0.59,0.591,0.883,0.001,0.248,1.071,,,4.274,96.2,182,8007,0,0,0,145,14,6,58,178,True
763,1771515504.9120197,8038.0629999999655,pawn_shop,6.859,3.661,1.7964,1.0472,480,320,0.56,0.895,0.249,0.646,0.578,0.905,0.001,0.25,1.058,,,4.438,96.2,183,8007,0,0,0,145,14,6,58,178,True
764,1771515504.923022,8049.03860000195,pawn_shop,6.848,3.661,1.7964,1.0472,480,320,0.521,0.815,0.215,0.6,0.556,0.866,0.001,0.277,1.048,,,4.283,96.2,184,8007,0,0,0,145,14,6,58,178,True
765,1771515504.9330242,8059.078099991893,pawn_shop,6.837,3.661,1.8004,1.0472,480,320,0.483,0.805,0.211,0.594,0.536,0.878,0.001,0.281,1.05,,,4.23,96.2,185,8007,0,0,0,145,14,6,59,179,True
766,1771515504.9430268,8069.140499996138,pawn_shop,6.818,3.661,1.8004,1.0472,480,320,0.512,0.831,0.213,0.617,0.549,0.874,0.001,0.222,1.052,,,4.234,96.2,188,8007,0,0,0,145,14,6,59,179,True
767,1771515504.9530294,8079.064499994274,pawn_shop,6.793,3.661,1.8004,1.0472,480,320,0.57,0.882,0.243,0.639,0.532,0.919,0.001,0.33,1.096,,,4.558,96.2,188,8007,0,0,0,145,14,6,59,179,True
768,1771515504.9630318,8089.087300002575,pawn_shop,6.764,3.661,1.8004,1.0472,480,320,0.59,0.918,0.254,0.665,0.508,0.914,0.001,0.333,1.069,,,4.544,96.2,190,8007,0,0,0,145,14,6,59,179,True
769,1771515504.974034,8100.096699999995,pawn_shop,6.729,3.661,1.8004,1.0472,480,320,0.575,0.918,0.257,0.661,0.501,0.918,0.001,0.341,1.063,,,4.531,96.2,191,8007,0,0,0,145,14,6,59,179,True
770,1771515504.9840362,8110.10510000051,pawn_shop,6.692,3.704,1.8004,1.0472,480,320,0.584,0.908,0.264,0.644,0.472,0.914,0.002,0.346,1.109,,,4.572,98.0,191,8007,0,0,0,145,14,6,56,176,True
771,1771515504.9940388,8120.147399997222,pawn_shop,6.652,3.744,1.8004,1.0472,480,320,0.596,1.019,0.262,0.757,0.456,0.903,0.001,0.315,1.101,,,4.61,98.0,206,8007,0,0,0,145,14,6,55,175,True
772,1771515505.0040407,8130.176299993764,pawn_shop,6.61,3.782,1.8004,1.0472,480,320,0.626,0.992,0.262,0.73,0.475,0.896,0.001,0.334,1.09,,,4.653,98.0,211,8007,0,0,0,145,14,6,55,175,True
773,1771515505.0140426,8140.104199992493,pawn_shop,6.566,3.82,1.8004,1.0472,480,320,0.553,0.895,0.235,0.66,0.46,0.859,0.001,0.271,1.059,,,4.302,98.0,216,8007,0,0,0,145,14,6,56,176,True
774,1771515505.0240448,8150.057499995455,pawn_shop,6.522,3.856,1.8004,1.0472,480,320,0.513,0.869,0.23,0.639,0.465,0.87,0.001,0.2,1.054,,,4.167,98.0,220,8007,0,0,0,145,14,6,59,179,True
775,1771515505.0340471,8160.093799990136,pawn_shop,6.475,3.891,1.7964,1.0472,480,320,0.517,0.944,0.222,0.722,0.489,0.865,0.001,0.235,1.052,,,4.301,98.0,235,8007,0,0,0,145,14,6,62,182,True
776,1771515505.0440497,8170.119799993699,pawn_shop,6.429,3.926,1.7964,1.0472,480,320,0.554,1.027,0.245,0.782,0.519,0.915,0.001,0.3,1.062,,,4.587,98.0,254,8007,0,0,0,145,14,6,65,185,True
777,1771515505.0550516,8181.17739999434,pawn_shop,6.387,3.966,1.7964,1.0472,480,320,0.532,0.965,0.232,0.733,0.543,0.909,0.001,0.264,1.052,,,4.466,98.0,267,8007,0,0,0,145,14,6,68,188,True
778,1771515505.066054,8192.104000001564,pawn_shop,6.35,4.011,1.7924,1.0472,480,320,0.531,1.001,0.236,0.765,0.557,0.909,0.001,0.23,1.06,,,4.489,98.0,284,8007,0,0,0,145,14,6,70,190,True
779,1771515505.0770564,8203.104699990945,pawn_shop,6.318,4.059,1.7884,1.0472,480,320,0.503,1.005,0.23,0.775,0.573,0.889,0.001,0.257,1.025,,,4.448,98.0,306,8007,0,0,0,145,14,6,70,190,True
780,1771515505.0870588,8213.114199999836,pawn_shop,6.318,4.109,1.7844,1.0472,480,320,0.51,0.998,0.224,0.774,0.577,0.89,0.001,0.186,1.028,,,4.324,97.1,325,8007,0,0,0,145,14,6,67,187,True
781,1771515505.0970612,8223.102599993581,pawn_shop,6.318,4.16,1.7804,1.0472,480,320,0.503,0.986,0.213,0.772,0.533,0.862,0.001,0.26,1.03,,,4.313,97.1,349,8007,0,0,0,145,14,6,63,183,True
782,1771515505.1070633,8233.115900002304,pawn_shop,6.318,4.214,1.7764,1.0472,480,320,0.518,0.993,0.222,0.771,0.526,0.855,0.001,0.236,1.046,,,4.31,97.1,372,8007,0,0,0,145,14,5,58,178,True
783,1771515505.1170657,8243.12669999199,pawn_shop,6.318,4.268,1.7724,1.0472,480,320,0.53,1.059,0.231,0.828,0.505,0.832,0.001,0.285,1.053,,,4.407,97.1,401,8007,0,0,0,145,14,5,54,174,True
784,1771515505.1280684,8254.155699993134,pawn_shop,6.318,4.324,1.7644,1.0472,480,320,0.531,1.004,0.221,0.783,0.467,0.821,0.001,0.276,1.046,,,4.284,97.1,426,8007,0,0,0,145,14,5,49,169,True
785,1771515505.1380708,8264.133699995,pawn_shop,6.318,4.38,1.7604,1.0472,480,320,0.527,0.932,0.205,0.727,0.45,0.79,0.001,0.169,1.033,,,4.035,97.1,448,8007,0,0,0,145,14,5,45,165,True
786,1771515505.1480727,8274.123299997882,pawn_shop,6.301,4.437,1.7564,1.0472,480,320,0.526,0.914,0.193,0.721,0.437,0.804,0.001,0.218,1.032,,,4.112,97.1,472,8007,0,0,0,145,14,5,43,163,True
787,1771515505.1580753,8284.147200000007,pawn_shop,6.301,4.495,1.7524,1.0472,480,320,0.547,0.838,0.203,0.635,0.422,0.782,0.001,0.22,1.043,,,4.033,97.1,482,8007,0,0,0,145,14,5,36,156,True
788,1771515505.1680772,8294.154699993669,pawn_shop,6.301,4.552,1.7484,1.0472,480,320,0.576,0.793,0.19,0.603,0.42,0.763,0.001,0.192,1.035,,,3.958,97.1,490,8007,0,0,0,145,14,5,29,149,True
789,1771515505.17808,8304.109099990455,pawn_shop,6.301,4.61,1.7444,1.0472,480,320,0.501,0.679,0.165,0.513,0.412,0.69,0.001,0.212,1.038,,,3.705,97.1,492,8007,0,0,0,145,14,5,20,140,True
790,1771515505.1890821,8315.16250000277,pawn_shop,6.301,4.67,1.7364,1.0472,480,320,0.508,0.686,0.168,0.518,0.298,0.627,0.001,0.243,1.049,,,3.589,98.0,494,8007,0,0,0,145,14,5,16,136,True
791,1771515505.1990843,8325.192499993136,pawn_shop,6.301,4.729,1.7204,1.0472,480,320,0.504,0.681,0.17,0.51,0.29,0.629,0.001,0.254,1.061,,,3.596,98.0,495,8007,0,0,0,145,14,5,16,136,True
792,1771515505.2100868,8336.17100000265,pawn_shop,6.301,4.789,1.7084,1.0472,480,320,0.522,0.695,0.167,0.528,0.288,0.619,0.001,0.232,1.053,,,3.586,98.0,498,8007,0,0,0,145,14,5,14,134,True
793,1771515505.2210894,8347.19309999491,pawn_shop,6.301,4.851,1.6884,1.0472,480,320,0.498,0.744,0.159,0.585,0.267,0.605,0.001,0.223,1.057,,,3.573,98.0,511,8007,0,0,0,145,14,5,11,131,True
794,1771515505.2330918,8359.324099990772,pawn_shop,6.301,4.912,1.6724,1.0472,480,320,0.528,0.743,0.159,0.584,0.251,0.591,0.001,0.285,1.055,,,3.631,98.0,523,8007,0,0,0,145,14,5,7,127,True
795,1771515505.2410939,8367.193899990525,pawn_shop,6.301,4.973,1.6564,1.0472,480,320,0.499,0.743,0.15,0.594,0.237,0.572,0.001,0.23,1.054,,,3.51,98.0,537,8007,0,0,0,145,14,5,4,124,True
796,1771515505.251096,8377.22070000018,pawn_shop,6.301,5.033,1.6444,1.0472,480,320,0.551,0.752,0.162,0.59,0.225,0.574,0.001,0.286,1.058,,,3.626,98.0,543,8007,0,0,0,145,14,5,1,121,True
797,1771515505.261098,8387.228499996127,pawn_shop,6.301,5.094,1.6324,1.0472,480,320,0.517,0.67,0.151,0.519,0.004,0.543,0.001,0.194,1.053,,,3.15,98.0,543,8007,0,0,0,145,14,5,0,120,True
798,1771515505.2711005,8397.18489999359,pawn_shop,6.301,5.154,1.6284,1.0472,480,320,0.522,0.665,0.149,0.516,0.004,0.55,0.001,0.193,1.062,,,3.163,98.0,543,8007,0,0,0,145,14,5,0,120,True
799,1771515505.281103,8407.154599990463,pawn_shop,6.301,5.214,1.6244,1.0472,480,320,0.485,0.657,0.143,0.514,0.003,0.547,0.001,0.269,1.056,,,3.187,98.0,543,8007,0,0,0,145,14,5,0,120,True
800,1771515505.291105,8417.109999994864,pawn_shop,6.301,5.275,1.6244,1.0472,480,320,0.508,0.672,0.148,0.524,0.003,0.566,0.001,0.192,1.053,,,3.163,98.0,543,8007,0,0,0,145,14,5,0,120,True
801,1771515505.3011072,8427.173599993694,pawn_shop,6.301,5.335,1.6244,1.0472,480,320,0.511,0.679,0.147,0.532,0.003,0.555,0.001,0.185,1.058,,,3.157,98.0,543,8007,0,0,0,145,14,5,0,120,True
802,1771515505.3111093,8437.206100003095,pawn_shop,6.296,5.395,1.6364,1.0472,480,320,0.547,0.722,0.15,0.572,0.004,0.563,0.0,0.195,1.055,,,3.257,98.0,545,8007,0,0,0,145,14,5,0,120,True
803,1771515505.321112,8447.217599998112,pawn_shop,6.291,5.455,1.6644,1.0472,480,320,0.518,0.696,0.148,0.548,0.004,0.567,0.001,0.21,1.068,,,3.233,98.0,545,8007,0,0,0,145,14,5,0,120,True
804,1771515505.3311143,8457.268700003624,pawn_shop,6.285,5.515,1.7084,1.0472,480,320,0.521,0.724,0.15,0.575,0.004,0.579,0.001,0.183,1.055,,,3.252,98.0,545,8007,0,0,0,145,14,5,0,120,True
805,1771515505.3421168,8467.465199995786,pawn_shop,6.279,5.574,1.7684,1.0472,480,320,0.499,0.715,0.148,0.567,0.003,0.576,0.001,0.182,1.071,,,3.23,98.0,545,8007,0,0,0,145,14,5,0,120,True
806,1771515505.352119,8478.260599993519,pawn_shop,6.27,5.635,1.8564,1.0472,480,320,0.517,0.78,0.157,0.623,0.234,0.585,0.001,0.264,1.06,,,3.632,98.0,549,8007,0,0,0,145,14,5,2,122,True
807,1771515505.362121,8488.34359999455,pawn_shop,6.252,5.689,1.9404,1.0472,480,320,0.516,0.845,0.153,0.692,0.221,0.502,0.001,0.266,1.071,,,3.597,98.0,563,8007,0,0,0,145,14,5,1,121,True
808,1771515505.3721235,8498.274999990826,pawn_shop,6.228,5.736,2.0324,1.0472,480,320,0.574,0.851,0.174,0.676,0.228,0.532,0.001,0.264,1.099,,,3.731,98.0,568,8007,0,0,0,145,14,5,3,123,True
809,1771515505.3821256,8508.323599991854,pawn_shop,6.197,5.777,2.1244,1.0472,480,320,0.542,0.854,0.167,0.687,0.224,0.551,0.001,0.186,1.067,,,3.609,98.0,580,8007,0,0,0,145,14,4,14,134,True
810,1771515505.392128,8518.286199992872,pawn_shop,6.161,5.812,2.2164,1.0472,480,320,0.593,0.93,0.186,0.744,0.222,0.593,0.001,0.208,1.079,,,3.81,99.0,592,8007,0,0,0,145,14,4,24,144,True
811,1771515505.4021301,8528.258099991945,pawn_shop,6.12,5.841,2.3124,1.0472,480,320,0.609,0.94,0.193,0.747,0.221,0.67,0.001,0.207,1.076,,,3.903,99.0,606,8007,0,0,0,145,14,4,35,155,True
812,1771515505.412133,8538.306999995257,pawn_shop,6.076,5.864,2.4044,1.0472,480,320,0.719,0.988,0.21,0.778,0.24,0.739,0.001,0.281,1.105,,,4.276,99.0,618,8007,0,0,0,145,14,6,41,161,True
813,1771515505.423135,8549.30769999919,pawn_shop,6.029,5.882,2.4964,1.0472,480,320,0.715,0.931,0.212,0.719,0.239,0.703,0.001,0.25,1.064,,,4.085,99.0,627,8007,0,0,0,145,14,5,41,161,True
814,1771515505.4331372,8559.28089999361,pawn_shop,5.979,5.894,2.5684,1.0472,480,320,0.648,0.881,0.198,0.683,0.242,0.698,0.001,0.273,1.073,,,3.998,99.0,636,8007,0,0,0,145,14,5,44,164,True
815,1771515505.4431393,8569.294599990826,pawn_shop,5.927,5.901,2.6284,1.0472,480,320,0.678,0.905,0.207,0.698,0.25,0.708,0.001,0.205,1.054,,,3.982,99.0,646,8007,0,0,0,145,14,5,46,166,True
816,1771515505.4531415,8579.240199993365,pawn_shop,5.875,5.903,2.6604,1.0472,480,320,0.656,0.928,0.203,0.726,0.262,0.727,0.001,0.241,1.042,,,4.038,99.0,661,8007,0,0,0,145,14,5,49,169,True
817,1771515505.4631438,8589.213400002336,pawn_shop,5.822,5.902,2.6644,1.0472,480,320,0.706,0.915,0.226,0.688,0.278,0.747,0.001,0.209,1.052,,,4.103,99.0,668,8007,0,0,0,145,14,5,52,172,True
818,1771515505.4731464,8599.193200003356,pawn_shop,5.768,5.897,2.6684,1.0472,480,320,0.658,0.907,0.22,0.686,0.285,0.752,0.001,0.209,1.04,,,4.045,99.0,678,8007,0,0,0,145,14,5,56,176,True
819,1771515505.4831483,8609.190599992871,pawn_shop,5.713,5.89,2.6724,1.0472,480,320,0.655,0.956,0.219,0.737,0.301,0.795,0.001,0.263,1.033,,,4.2,99.0,695,8007,0,0,0,145,14,5,58,178,True
820,1771515505.493151,8619.19849998958,pawn_shop,5.658,5.881,2.6764,1.0472,480,320,0.69,0.888,0.216,0.673,0.3,0.769,0.001,0.266,1.05,,,4.159,99.0,703,8007,0,0,0,145,14,5,58,178,True
821,1771515505.5031528,8629.211399995256,pawn_shop,5.603,5.87,2.6764,1.0472,480,320,0.743,0.984,0.248,0.736,0.291,0.798,0.001,0.263,1.064,,,4.332,99.0,712,8007,0,0,0,145,14,5,57,177,True
822,1771515505.513155,8639.186799991876,pawn_shop,5.548,5.857,2.6764,1.0472,480,320,0.707,0.936,0.24,0.696,0.292,0.782,0.001,0.284,1.065,,,4.259,99.0,717,8007,0,0,0,145,14,5,56,176,True
823,1771515505.5231574,8649.262399994768,pawn_shop,5.492,5.844,2.6804,1.0472,480,320,0.783,0.979,0.253,0.727,0.279,0.795,0.001,0.329,1.075,,,4.448,99.0,722,8007,0,0,0,145,14,5,55,175,True
824,1771515505.5331597,8659.238499996718,pawn_shop,5.436,5.829,2.6804,1.0472,480,320,0.779,1.005,0.266,0.739,0.272,0.787,0.001,0.317,1.077,,,4.444,99.0,729,8007,0,0,0,145,14,5,54,174,True
825,1771515505.5431619,8669.231399995624,pawn_shop,5.38,5.814,2.6804,1.0472,480,320,0.786,0.974,0.247,0.727,0.269,0.792,0.001,0.439,1.096,,,4.59,99.0,736,8007,0,0,0,145,14,5,54,174,True
826,1771515505.5531642,8679.358199995477,pawn_shop,5.323,5.797,2.6804,1.0472,480,320,0.838,0.994,0.265,0.729,0.266,0.779,0.001,0.305,1.077,,,4.471,99.0,741,8007,0,0,0,145,14,5,53,173,True
827,1771515505.5631664,8689.295799995307,pawn_shop,5.267,5.781,2.6804,1.0472,480,320,0.812,0.995,0.258,0.737,0.261,0.787,0.001,0.328,1.094,,,4.513,99.0,747,8007,0,0,0,145,14,5,51,171,True
828,1771515505.5731697,8699.38629999524,pawn_shop,5.21,5.764,2.6804,1.0472,480,320,0.868,1.039,0.27,0.769,0.275,0.833,0.001,0.299,1.062,,,4.596,99.0,757,8007,0,0,0,145,14,5,50,170,True
829,1771515505.583172,8709.239000003436,pawn_shop,5.154,5.746,2.6804,1.0472,480,320,0.793,0.966,0.239,0.727,0.005,0.807,0.001,0.265,1.068,,,4.097,99.0,764,8007,0,0,0,145,14,5,49,169,True
830,1771515505.5931735,8719.215399993118,pawn_shop,5.097,5.728,2.6804,1.0472,480,320,0.766,0.921,0.214,0.707,0.004,0.781,0.001,0.205,1.063,,,3.923,100.0,771,8007,0,0,0,145,14,5,50,170,True
831,1771515505.6031754,8729.242100002011,pawn_shop,5.041,5.71,2.6804,1.0472,480,320,0.685,0.895,0.209,0.686,0.005,0.79,0.001,0.293,1.053,,,3.924,100.0,776,8007,0,0,0,145,14,5,50,170,True
832,1771515505.6131775,8739.25089999102,pawn_shop,4.984,5.692,2.6764,1.0472,480,320,0.73,0.948,0.221,0.727,0.004,0.794,0.001,0.227,1.054,,,3.951,100.0,785,8007,0,0,0,145,14,5,51,171,True
833,1771515505.623181,8749.25369999255,pawn_shop,4.927,5.674,2.6764,1.0472,480,320,0.74,0.97,0.242,0.728,0.004,0.835,0.001,0.282,1.066,,,4.097,100.0,791,8007,0,0,0,145,14,5,52,172,True
834,1771515505.6331823,8759.217200000421,pawn_shop,4.87,5.656,2.6764,1.0472,480,320,0.704,0.933,0.222,0.711,0.004,0.811,0.001,0.241,1.057,,,3.942,100.0,797,8007,0,0,0,145,14,5,53,173,True
835,1771515505.6431847,8769.282599998405,pawn_shop,4.814,5.637,2.6724,1.0472,480,320,0.678,0.935,0.215,0.721,0.004,0.803,0.001,0.201,1.044,,,3.859,100.0,806,8007,0,0,0,145,14,5,54,174,True
836,1771515505.6531868,8779.214800000773,pawn_shop,4.757,5.619,2.6724,1.0472,480,320,0.683,0.928,0.214,0.714,0.004,0.824,0.001,0.212,1.043,,,3.883,100.0,813,8007,0,0,0,146,14,5,54,174,True
837,1771515505.6631892,8789.256399992155,pawn_shop,4.7,5.6,2.6684,1.0472,480,320,0.678,0.926,0.219,0.707,0.004,0.812,0.001,0.194,1.044,,,3.849,100.0,819,8007,0,0,0,146,14,5,55,175,True
838,1771515505.6731913,8799.256400001468,pawn_shop,4.643,5.582,2.6644,1.0472,480,320,0.711,0.932,0.22,0.712,0.004,0.827,0.001,0.28,1.046,,,3.992,100.0,825,8007,0,0,0,146,14,5,55,175,True
839,1771515505.6831937,8809.261100002914,pawn_shop,4.586,5.564,2.6524,1.0472,480,320,0.686,0.938,0.22,0.718,0.004,0.824,0.001,0.2,1.051,,,3.832,100.0,831,8007,0,0,0,146,14,5,55,175,True
840,1771515505.693196,8819.369299992104,pawn_shop,4.53,5.554,2.6364,1.0472,480,320,0.675,0.929,0.217,0.712,0.004,0.839,0.001,0.24,1.031,,,3.847,100.0,836,8007,0,0,0,146,14,5,57,177,True
841,1771515505.7031982,8829.304799990496,pawn_shop,4.474,5.551,2.6124,1.0472,480,320,0.669,0.957,0.214,0.743,0.004,0.82,0.001,0.304,1.047,,,3.985,100.0,846,8007,0,0,0,146,14,5,57,177,True
842,1771515505.7132018,8839.429599989671,pawn_shop,4.42,5.555,2.5884,1.0472,480,320,0.794,1.084,0.269,0.815,0.005,0.817,0.001,0.31,1.112,,,4.337,100.0,858,8007,0,0,0,146,14,4,58,178,True
843,1771515505.724203,8849.510599990026,pawn_shop,4.366,5.564,2.5644,1.0472,480,320,0.794,1.064,0.271,0.793,0.005,0.818,0.001,0.312,1.119,,,4.326,100.0,867,8007,0,0,0,146,14,4,59,179,True
844,1771515505.733205,8859.362299990607,pawn_shop,4.313,5.577,2.5404,1.0472,480,320,0.74,1.019,0.24,0.779,0.005,0.79,0.001,0.217,1.069,,,4.02,100.0,877,8007,0,0,0,146,14,3,60,180,True
